,S1,S2,S3,S4,S5
2004-10-29 06:00:00,1069.0,1069.0,738.0,1469.0,976.0
2004-10-29 07:00:00,1311.0,1311.0,574.0,1769.0,1208.0
2004-10-29 08:00:00,1370.0,1370.0,485.0,1945.0,1400.0
2004-10-29 09:00:00,1246.0,1246.0,566.0,1746.0,1278.0
2004-10-29 10:00:00,1039.0,1039.0,735.0,1467.0,934.0
2004-10-29 11:00:00,1296.0,1296.0,604.0,1736.0,1073.0
2004-10-29 12:00:00,1523.0,1523.0,458.0,2114.0,1363.0
2004-10-29 13:00:00,1424.0,1424.0,484.0,1983.0,1346.0
2004-10-29 14:00:00,1513.0,1513.0,463.0,2125.0,1393.0
2004-10-29 15:00:00,1338.0,1338.0,558.0,1847.0,1255.0
2004-10-29 16:00:00,1214.0,1214.0,616.0,1664.0,1213.0
2004-10-29 17:00:00,1290.0,1290.0,550.0,1807.0,1332.0
2004-10-29 18:00:00,1353.0,1353.0,519.0,1860.0,1430.0
2004-10-29 19:00:00,1130.0,1130.0,647.0,1591.0,1102.0
2004-10-29 20:00:00,969.0,969.0,828.0,1375.0,895.0
2004-10-29 21:00:00,1038.0,1038.0,801.0,1415.0,905.0
2004-10-29 22:00:00,1020.0,1020.0,793.0,1410.0,869.0
2004-10-29 23:00:00,1097.0,1097.0,716.0,1489.0,982.0
2004-10-30 00:00:00,1123.0,1123.0,690.0,1520.0,999.0
2004-10-30 01:00:00,1023.0,1023.0,782.0,1413.0,881.0
2004-10-30 02:00:00,1015.0,1015.0,786.0,1400.0,868.0
2004-10-30 03:00:00,979.0,979.0,809.0,1383.0,843.0
2004-10-30 04:00:00,931.0,931.0,826.0,1372.0,833.0
2004-10-30 05:00:00,922.0,922.0,857.0,1367.0,825.0
2004-10-30 06:00:00,989.0,989.0,762.0,1453.0,901.0
2004-10-30 07:00:00,1149.0,1149.0,622.0,1662.0,1090.0
2004-10-30 08:00:00,1202.0,1202.0,585.0,1723.0,1165.0
2004-10-30 09:00:00,1206.0,1206.0,592.0,1675.0,1201.0
2004-10-30 10:00:00,1224.0,1224.0,596.0,1656.0,1231.0
2004-10-30 11:00:00,1371.0,1371.0,521.0,1845.0,1461.0
2004-10-30 12:00:00,1327.0,1327.0,539.0,1826.0,1434.0
2004-10-30 13:00:00,1301.0,1301.0,553.0,1806.0,1399.0
2004-10-30 14:00:00,1301.0,1301.0,560.0,1781.0,1417.0
2004-10-30 15:00:00,1314.0,1314.0,564.0,1777.0,1395.0
2004-10-30 16:00:00,1394.0,1394.0,526.0,1869.0,1442.0
2004-10-30 17:00:00,1385.0,1385.0,528.0,1850.0,1425.0
2004-10-30 18:00:00,1440.0,1440.0,486.0,1968.0,1496.0
2004-10-30 19:00:00,1493.0,1493.0,470.0,2015.0,1551.0
2004-10-30 20:00:00,1319.0,1319.0,551.0,1785.0,1381.0
2004-10-30 21:00:00,1187.0,1187.0,612.0,1658.0,1229.0
2004-10-30 22:00:00,1119.0,1119.0,688.0,1539.0,1082.0
2004-10-30 23:00:00,1100.0,1100.0,744.0,1494.0,963.0
2004-10-31 00:00:00,1076.0,1076.0,757.0,1492.0,939.0
2004-10-31 01:00:00,972.0,972.0,833.0,1425.0,825.0
2004-10-31 02:00:00,973.0,973.0,818.0,1445.0,811.0
2004-10-31 03:00:00,918.0,918.0,905.0,1386.0,720.0
2004-10-31 04:00:00,844.0,844.0,1035.0,1320.0,627.0
2004-10-31 05:00:00,817.0,817.0,1134.0,1310.0,589.0
2004-10-31 06:00:00,791.0,791.0,1291.0,1295.0,540.0
2004-10-31 07:00:00,819.0,819.0,1264.0,1315.0,551.0
2004-10-31 08:00:00,972.0,972.0,944.0,1477.0,742.0
2004-10-31 09:00:00,997.0,997.0,812.0,1470.0,824.0
2004-10-31 10:00:00,1194.0,1194.0,653.0,1642.0,1059.0
2004-10-31 11:00:00,1240.0,1240.0,628.0,1643.0,1144.0
2004-10-31 12:00:00,1117.0,1117.0,717.0,1585.0,994.0
2004-10-31 13:00:00,1141.0,1141.0,689.0,1595.0,1014.0
2004-10-31 14:00:00,1062.0,1062.0,719.0,1580.0,924.0
2004-10-31 15:00:00,1160.0,1160.0,622.0,1727.0,1023.0
2004-10-31 16:00:00,1169.0,1169.0,672.0,1633.0,1033.0
2004-10-31 17:00:00,1185.0,1185.0,666.0,1638.0,1065.0
2004-10-31 18:00:00,1571.0,1571.0,440.0,2277.0,1516.0
2004-10-31 19:00:00,1464.0,1464.0,487.0,1987.0,1648.0
2004-10-31 20:00:00,1423.0,1423.0,508.0,1912.0,1466.0
2004-10-31 21:00:00,1318.0,1318.0,543.0,1848.0,1365.0
2004-10-31 22:00:00,1229.0,1229.0,598.0,1723.0,1247.0
2004-10-31 23:00:00,1187.0,1187.0,611.0,1700.0,1183.0
2004-11-01 00:00:00,1353.0,1353.0,584.0,1723.0,2150.0
2004-11-01 01:00:00,1407.0,1407.0,548.0,1780.0,2519.0
2004-11-01 02:00:00,1333.0,1333.0,552.0,1767.0,1925.0
2004-11-01 03:00:00,1269.0,1269.0,559.0,1756.0,1762.0
2004-11-01 04:00:00,1253.0,1253.0,540.0,1779.0,1579.0
2004-11-01 05:00:00,1212.0,1212.0,562.0,1710.0,1599.0
2004-11-01 06:00:00,1061.0,1061.0,679.0,1554.0,1395.0
2004-11-01 07:00:00,1028.0,1028.0,733.0,1525.0,1323.0
2004-11-01 08:00:00,1067.0,1067.0,711.0,1564.0,1309.0
2004-11-01 09:00:00,1111.0,1111.0,667.0,1594.0,1441.0
2004-11-01 10:00:00,1189.0,1189.0,609.0,1683.0,1830.0
2004-11-01 11:00:00,1293.0,1293.0,584.0,1702.0,1704.0
2004-11-01 12:00:00,1285.0,1285.0,597.0,1686.0,1576.0
2004-11-01 13:00:00,1236.0,1236.0,631.0,1706.0,1305.0
2004-11-01 14:00:00,1082.0,1082.0,747.0,1562.0,991.0
2004-11-01 15:00:00,1188.0,1188.0,664.0,1636.0,1148.0
2004-11-01 16:00:00,1348.0,1348.0,564.0,1810.0,1307.0
2004-11-01 17:00:00,1394.0,1394.0,547.0,1811.0,1386.0
2004-11-01 18:00:00,1472.0,1472.0,510.0,1942.0,1420.0
2004-11-01 19:00:00,1291.0,1291.0,567.0,1746.0,1341.0
2004-11-01 20:00:00,1264.0,1264.0,593.0,1750.0,1258.0
2004-11-01 21:00:00,1264.0,1264.0,579.0,1733.0,1245.0
2004-11-01 22:00:00,1260.0,1260.0,568.0,1755.0,1231.0
2004-11-01 23:00:00,1184.0,1184.0,612.0,1674.0,1151.0
2004-11-02 00:00:00,1122.0,1122.0,660.0,1586.0,1048.0
2004-11-02 01:00:00,983.0,983.0,752.0,1472.0,928.0
2004-11-02 02:00:00,885.0,885.0,878.0,1374.0,813.0
2004-11-02 03:00:00,825.0,825.0,987.0,1334.0,753.0
2004-11-02 04:00:00,791.0,791.0,1069.0,1306.0,709.0
2004-11-02 05:00:00,802.0,802.0,1016.0,1289.0,721.0
2004-11-02 06:00:00,804.0,804.0,1054.0,1294.0,710.0
2004-11-02 07:00:00,1014.0,1014.0,747.0,1497.0,951.0
2004-11-02 08:00:00,1316.0,1316.0,538.0,1860.0,1336.0
2004-11-02 09:00:00,1296.0,1296.0,504.0,1899.0,1489.0
2004-11-02 10:00:00,1381.0,1381.0,495.0,1911.0,1558.0
2004-11-02 11:00:00,1570.0,1570.0,426.0,2170.0,1944.0
2004-11-02 12:00:00,1426.0,1426.0,477.0,1970.0,1782.0
2004-11-02 13:00:00,1535.0,1535.0,440.0,2125.0,1921.0
2004-11-02 14:00:00,1678.0,1678.0,390.0,2318.0,2039.0
2004-11-02 15:00:00,1605.0,1605.0,415.0,2199.0,1912.0
2004-11-02 16:00:00,1559.0,1559.0,421.0,2197.0,1827.0
2004-11-02 17:00:00,1713.0,1713.0,390.0,2386.0,1919.0
2004-11-02 18:00:00,1751.0,1751.0,358.0,2496.0,2013.0
2004-11-02 19:00:00,1723.0,1723.0,359.0,2563.0,1919.0
2004-11-02 20:00:00,1778.0,1778.0,349.0,2643.0,1927.0
2004-11-02 21:00:00,1461.0,1461.0,450.0,2111.0,1573.0
2004-11-02 22:00:00,1258.0,1258.0,541.0,1804.0,1325.0
2004-11-02 23:00:00,1138.0,1138.0,610.0,1641.0,1203.0
2004-11-03 00:00:00,936.0,936.0,798.0,1381.0,947.0
2004-11-03 01:00:00,1167.0,1167.0,626.0,1620.0,1106.0
2004-11-03 02:00:00,1071.0,1071.0,665.0,1542.0,1045.0
2004-11-03 03:00:00,866.0,866.0,909.0,1328.0,827.0
2004-11-03 04:00:00,836.0,836.0,985.0,1271.0,777.0
2004-11-03 05:00:00,823.0,823.0,1033.0,1253.0,748.0
2004-11-03 06:00:00,890.0,890.0,917.0,1290.0,833.0
2004-11-03 07:00:00,1019.0,1019.0,750.0,1438.0,960.0
2004-11-03 08:00:00,1177.0,1177.0,621.0,1667.0,1157.0
2004-11-03 09:00:00,1348.0,1348.0,505.0,1847.0,1444.0
2004-11-03 10:00:00,1341.0,1341.0,516.0,1786.0,1522.0
2004-11-03 11:00:00,1307.0,1307.0,527.0,1767.0,1452.0
2004-11-03 12:00:00,1305.0,1305.0,525.0,1771.0,1437.0
2004-11-03 13:00:00,1177.0,1177.0,612.0,1632.0,1209.0
2004-11-03 14:00:00,1192.0,1192.0,617.0,1638.0,1170.0
2004-11-03 15:00:00,1214.0,1214.0,611.0,1642.0,1190.0
2004-11-03 16:00:00,1240.0,1240.0,575.0,1699.0,1278.0
2004-11-03 17:00:00,1271.0,1271.0,563.0,1703.0,1305.0
2004-11-03 18:00:00,1333.0,1333.0,520.0,1853.0,1364.0
2004-11-03 19:00:00,1390.0,1390.0,487.0,1959.0,1428.0
2004-11-03 20:00:00,1266.0,1266.0,541.0,1807.0,1285.0
2004-11-03 21:00:00,1140.0,1140.0,626.0,1597.0,1143.0
2004-11-03 22:00:00,1240.0,1240.0,582.0,1714.0,1235.0
2004-11-03 23:00:00,1187.0,1187.0,589.0,1641.0,1208.0
2004-11-04 00:00:00,1043.0,1043.0,675.0,1489.0,1041.0
2004-11-04 01:00:00,948.0,948.0,802.0,1382.0,897.0
2004-11-04 02:00:00,955.0,955.0,831.0,1362.0,862.0
2004-11-04 03:00:00,915.0,915.0,891.0,1315.0,816.0
2004-11-04 04:00:00,832.0,832.0,990.0,1239.0,747.0
2004-11-04 05:00:00,846.0,846.0,1025.0,1218.0,727.0
2004-11-04 06:00:00,897.0,897.0,874.0,1270.0,799.0
2004-11-04 07:00:00,908.0,908.0,868.0,1272.0,807.0
2004-11-04 08:00:00,1348.0,1348.0,526.0,1833.0,1324.0
2004-11-04 09:00:00,1384.0,1384.0,504.0,1833.0,1404.0
2004-11-04 10:00:00,1473.0,1473.0,462.0,1948.0,1605.0
2004-11-04 11:00:00,1360.0,1360.0,517.0,1755.0,1478.0
2004-11-04 12:00:00,1305.0,1305.0,545.0,1720.0,1414.0
2004-11-04 13:00:00,1337.0,1337.0,507.0,1786.0,1465.0
2004-11-04 14:00:00,1414.0,1414.0,478.0,1896.0,1588.0
2004-11-04 15:00:00,1463.0,1463.0,467.0,1900.0,1651.0
2004-11-04 16:00:00,1530.0,1530.0,457.0,1975.0,1652.0
2004-11-04 17:00:00,1915.0,1915.0,340.0,2603.0,2110.0
2004-11-04 18:00:00,1882.0,1882.0,328.0,2609.0,2204.0
2004-11-04 19:00:00,1589.0,1589.0,406.0,2216.0,1780.0
2004-11-04 20:00:00,1463.0,1463.0,443.0,2011.0,1590.0
2004-11-04 21:00:00,1380.0,1380.0,493.0,1856.0,1419.0
2004-11-04 22:00:00,1383.0,1383.0,495.0,1855.0,1415.0
2004-11-04 23:00:00,1181.0,1181.0,600.0,1599.0,1180.0
2004-11-05 00:00:00,1061.0,1061.0,699.0,1481.0,1015.0
2004-11-05 01:00:00,1091.0,1091.0,698.0,1467.0,1014.0
2004-11-05 02:00:00,1010.0,1010.0,719.0,1430.0,938.0
2004-11-05 03:00:00,868.0,868.0,922.0,1249.0,777.0
2004-11-05 04:00:00,852.0,852.0,1009.0,1204.0,723.0
2004-11-05 05:00:00,826.0,826.0,1056.0,1180.0,702.0
2004-11-05 06:00:00,862.0,862.0,973.0,1192.0,725.0
2004-11-05 07:00:00,951.0,951.0,803.0,1257.0,836.0
2004-11-05 08:00:00,1210.0,1210.0,583.0,1575.0,1129.0
2004-11-05 09:00:00,1601.0,1601.0,389.0,2252.0,1718.0
2004-11-05 10:00:00,1477.0,1477.0,469.0,1878.0,1646.0
2004-11-05 11:00:00,1458.0,1458.0,471.0,1889.0,1664.0
2004-11-05 12:00:00,1354.0,1354.0,504.0,1799.0,1496.0
2004-11-05 13:00:00,1385.0,1385.0,490.0,1823.0,1506.0
2004-11-05 14:00:00,1460.0,1460.0,466.0,1932.0,1604.0
2004-11-05 15:00:00,1492.0,1492.0,460.0,1935.0,1632.0
2004-11-05 16:00:00,1569.0,1569.0,435.0,2016.0,1736.0
2004-11-05 17:00:00,1870.0,1870.0,351.0,2483.0,2165.0
2004-11-05 18:00:00,1774.0,1774.0,359.0,2457.0,2152.0
2004-11-05 19:00:00,1388.0,1388.0,485.0,1815.0,1556.0
2004-11-05 20:00:00,1303.0,1303.0,562.0,1619.0,1389.0
2004-11-05 21:00:00,1257.0,1257.0,581.0,1599.0,1300.0
2004-11-05 22:00:00,1132.0,1132.0,640.0,1474.0,1126.0
2004-11-05 23:00:00,1050.0,1050.0,732.0,1363.0,982.0
2004-11-06 00:00:00,1033.0,1033.0,756.0,1362.0,941.0
2004-11-06 01:00:00,1106.0,1106.0,685.0,1395.0,1010.0
2004-11-06 02:00:00,1107.0,1107.0,689.0,1403.0,985.0
2004-11-06 03:00:00,1011.0,1011.0,769.0,1341.0,889.0
2004-11-06 04:00:00,916.0,916.0,879.0,1248.0,791.0
2004-11-06 05:00:00,852.0,852.0,1012.0,1172.0,710.0
2004-11-06 06:00:00,889.0,889.0,913.0,1198.0,743.0
2004-11-06 07:00:00,1002.0,1002.0,798.0,1307.0,857.0
2004-11-06 08:00:00,1231.0,1231.0,587.0,1572.0,1143.0
2004-11-06 09:00:00,1212.0,1212.0,551.0,1586.0,1210.0
2004-11-06 10:00:00,1121.0,1121.0,650.0,1436.0,1060.0
2004-11-06 11:00:00,1260.0,1260.0,568.0,1569.0,1252.0
2004-11-06 12:00:00,1391.0,1391.0,518.0,1691.0,1435.0
2004-11-06 13:00:00,1463.0,1463.0,482.0,1794.0,1544.0
2004-11-06 14:00:00,1464.0,1464.0,475.0,1794.0,1600.0
2004-11-06 15:00:00,1412.0,1412.0,516.0,1672.0,1534.0
2004-11-06 16:00:00,1450.0,1450.0,495.0,1768.0,1495.0
2004-11-06 17:00:00,1416.0,1416.0,510.0,1739.0,1442.0
2004-11-06 18:00:00,1346.0,1346.0,540.0,1674.0,1340.0
2004-11-06 19:00:00,1273.0,1273.0,586.0,1563.0,1231.0
2004-11-06 20:00:00,1206.0,1206.0,634.0,1484.0,1128.0
2004-11-06 21:00:00,1252.0,1252.0,615.0,1526.0,1188.0
2004-11-06 22:00:00,1069.0,1069.0,729.0,1364.0,998.0
2004-11-06 23:00:00,1061.0,1061.0,737.0,1359.0,944.0
2004-11-07 00:00:00,1072.0,1072.0,767.0,1318.0,928.0
2004-11-07 01:00:00,1075.0,1075.0,737.0,1354.0,1037.0
2004-11-07 02:00:00,992.0,992.0,796.0,1305.0,930.0
2004-11-07 03:00:00,914.0,914.0,891.0,1210.0,803.0
2004-11-07 04:00:00,854.0,854.0,980.0,1151.0,665.0
2004-11-07 05:00:00,774.0,774.0,1151.0,1044.0,533.0
2004-11-07 06:00:00,757.0,757.0,1339.0,1004.0,449.0
2004-11-07 07:00:00,752.0,752.0,1370.0,997.0,440.0
2004-11-07 08:00:00,757.0,757.0,1295.0,967.0,453.0
2004-11-07 09:00:00,777.0,777.0,1263.0,963.0,465.0
2004-11-07 10:00:00,774.0,774.0,1246.0,966.0,457.0
2004-11-07 11:00:00,805.0,805.0,1176.0,1033.0,475.0
2004-11-07 12:00:00,838.0,838.0,1083.0,1046.0,532.0
2004-11-07 13:00:00,824.0,824.0,1091.0,1035.0,526.0
2004-11-07 14:00:00,812.0,812.0,1055.0,1044.0,520.0
2004-11-07 15:00:00,806.0,806.0,1052.0,1035.0,500.0
2004-11-07 16:00:00,789.0,789.0,1121.0,974.0,482.0
2004-11-07 17:00:00,821.0,821.0,1067.0,1030.0,539.0
2004-11-07 18:00:00,1024.0,1024.0,704.0,1346.0,943.0
2004-11-07 19:00:00,1009.0,1009.0,784.0,1201.0,1016.0
2004-11-07 20:00:00,1064.0,1064.0,738.0,1242.0,1063.0
2004-11-07 21:00:00,1001.0,1001.0,733.0,1255.0,1034.0
2004-11-07 22:00:00,927.0,927.0,847.0,1155.0,864.0
2004-11-07 23:00:00,819.0,819.0,1118.0,1060.0,500.0
2004-11-08 00:00:00,847.0,847.0,1057.0,1091.0,537.0
2004-11-08 01:00:00,798.0,798.0,1115.0,1041.0,524.0
2004-11-08 02:00:00,757.0,757.0,1192.0,998.0,457.0
2004-11-08 03:00:00,703.0,703.0,1523.0,918.0,360.0
2004-11-08 04:00:00,689.0,689.0,1757.0,895.0,333.0
2004-11-08 05:00:00,698.0,698.0,1665.0,903.0,339.0
2004-11-08 06:00:00,720.0,720.0,1536.0,917.0,358.0
2004-11-08 07:00:00,797.0,797.0,1212.0,984.0,494.0
2004-11-08 08:00:00,950.0,950.0,850.0,1179.0,828.0
2004-11-08 09:00:00,887.0,887.0,899.0,1111.0,769.0
2004-11-08 10:00:00,850.0,850.0,966.0,1051.0,714.0
2004-11-08 11:00:00,836.0,836.0,987.0,1046.0,672.0
2004-11-08 12:00:00,827.0,827.0,972.0,1040.0,671.0
2004-11-08 13:00:00,819.0,819.0,947.0,1027.0,631.0
2004-11-08 14:00:00,919.0,919.0,820.0,1180.0,805.0
2004-11-08 15:00:00,897.0,897.0,850.0,1139.0,808.0
2004-11-08 16:00:00,973.0,973.0,780.0,1226.0,964.0
2004-11-08 17:00:00,1065.0,1065.0,669.0,1364.0,1188.0
2004-11-08 18:00:00,1341.0,1341.0,503.0,1778.0,1571.0
2004-11-08 19:00:00,1303.0,1303.0,515.0,1744.0,1580.0
2004-11-08 20:00:00,1189.0,1189.0,566.0,1574.0,1426.0
2004-11-08 21:00:00,1054.0,1054.0,679.0,1297.0,1239.0
2004-11-08 22:00:00,943.0,943.0,816.0,1129.0,1064.0
2004-11-08 23:00:00,903.0,903.0,855.0,1108.0,987.0
2004-11-09 00:00:00,858.0,858.0,940.0,1049.0,873.0
2004-11-09 01:00:00,821.0,821.0,1032.0,1013.0,783.0
2004-11-09 02:00:00,781.0,781.0,1088.0,986.0,719.0
2004-11-09 03:00:00,741.0,741.0,1224.0,952.0,660.0
2004-11-09 04:00:00,720.0,720.0,1296.0,938.0,613.0
2004-11-09 05:00:00,733.0,733.0,1238.0,964.0,627.0
2004-11-09 06:00:00,780.0,780.0,1099.0,1003.0,697.0
2004-11-09 07:00:00,915.0,915.0,873.0,1135.0,915.0
2004-11-09 08:00:00,1228.0,1228.0,575.0,1543.0,1399.0
2004-11-09 09:00:00,1239.0,1239.0,550.0,1593.0,1495.0
2004-11-09 10:00:00,1209.0,1209.0,588.0,1447.0,1499.0
2004-11-09 11:00:00,1257.0,1257.0,548.0,1466.0,1720.0
2004-11-09 12:00:00,1007.0,1007.0,727.0,1197.0,1210.0
2004-11-09 13:00:00,1020.0,1020.0,733.0,1245.0,1123.0
2004-11-09 14:00:00,1094.0,1094.0,669.0,1327.0,1209.0
2004-11-09 15:00:00,1045.0,1045.0,712.0,1270.0,1144.0
2004-11-09 16:00:00,909.0,909.0,874.0,1083.0,847.0
2004-11-09 17:00:00,1013.0,1013.0,816.0,1201.0,923.0
2004-11-09 18:00:00,1236.0,1236.0,615.0,1523.0,1166.0
2004-11-09 19:00:00,1275.0,1275.0,570.0,1605.0,1280.0
2004-11-09 20:00:00,1237.0,1237.0,615.0,1508.0,1193.0
2004-11-09 21:00:00,1101.0,1101.0,748.0,1320.0,966.0
2004-11-09 22:00:00,962.0,962.0,911.0,1162.0,752.0
2004-11-09 23:00:00,841.0,841.0,1052.0,1067.0,594.0
2004-11-10 00:00:00,831.0,831.0,1164.0,1039.0,545.0
2004-11-10 01:00:00,843.0,843.0,1146.0,1060.0,555.0
2004-11-10 02:00:00,798.0,798.0,1151.0,1049.0,543.0
2004-11-10 03:00:00,730.0,730.0,1433.0,950.0,420.0
2004-11-10 04:00:00,715.0,715.0,1601.0,925.0,373.0
2004-11-10 05:00:00,726.0,726.0,1663.0,942.0,363.0
2004-11-10 06:00:00,771.0,771.0,1419.0,990.0,411.0
2004-11-10 07:00:00,805.0,805.0,1255.0,1019.0,496.0
2004-11-10 08:00:00,958.0,958.0,910.0,1172.0,738.0
2004-11-10 09:00:00,1021.0,1021.0,760.0,1297.0,910.0
2004-11-10 10:00:00,969.0,969.0,857.0,1213.0,821.0
2004-11-10 11:00:00,923.0,923.0,962.0,1124.0,740.0
2004-11-10 12:00:00,973.0,973.0,868.0,1213.0,852.0
2004-11-10 13:00:00,996.0,996.0,808.0,1237.0,895.0
2004-11-10 14:00:00,1055.0,1055.0,736.0,1301.0,1019.0
2004-11-10 15:00:00,1023.0,1023.0,752.0,1283.0,993.0
2004-11-10 16:00:00,1039.0,1039.0,721.0,1325.0,1043.0
2004-11-10 17:00:00,1051.0,1051.0,696.0,1333.0,1111.0
2004-11-10 18:00:00,1050.0,1050.0,699.0,1334.0,1087.0
2004-11-10 19:00:00,1156.0,1156.0,614.0,1467.0,1250.0
2004-11-10 20:00:00,1277.0,1277.0,551.0,1636.0,1331.0
2004-11-10 21:00:00,1172.0,1172.0,621.0,1461.0,1243.0
2004-11-10 22:00:00,1048.0,1048.0,731.0,1298.0,1074.0
2004-11-10 23:00:00,1144.0,1144.0,643.0,1394.0,1258.0
2004-11-11 00:00:00,1104.0,1104.0,677.0,1314.0,1189.0
2004-11-11 01:00:00,1038.0,1038.0,713.0,1271.0,1092.0
2004-11-11 02:00:00,960.0,960.0,797.0,1189.0,996.0
2004-11-11 03:00:00,934.0,934.0,822.0,1147.0,974.0
2004-11-11 04:00:00,930.0,930.0,850.0,1151.0,902.0
2004-11-11 05:00:00,918.0,918.0,864.0,1136.0,859.0
2004-11-11 06:00:00,952.0,952.0,804.0,1153.0,970.0
2004-11-11 07:00:00,1019.0,1019.0,757.0,1244.0,1062.0
2004-11-11 08:00:00,1287.0,1287.0,580.0,1580.0,1304.0
2004-11-11 09:00:00,1578.0,1578.0,429.0,2032.0,1643.0
2004-11-11 10:00:00,1417.0,1417.0,490.0,1709.0,1488.0
2004-11-11 11:00:00,1392.0,1392.0,511.0,1631.0,1465.0
2004-11-11 12:00:00,1147.0,1147.0,628.0,1415.0,1198.0
2004-11-11 13:00:00,1150.0,1150.0,629.0,1450.0,1160.0
2004-11-11 14:00:00,1252.0,1252.0,564.0,1614.0,1277.0
2004-11-11 15:00:00,1186.0,1186.0,617.0,1493.0,1171.0
2004-11-11 16:00:00,1172.0,1172.0,629.0,1449.0,1106.0
2004-11-11 17:00:00,1109.0,1109.0,689.0,1361.0,1036.0
2004-11-11 18:00:00,1201.0,1201.0,597.0,1546.0,1196.0
2004-11-11 19:00:00,1189.0,1189.0,603.0,1534.0,1170.0
2004-11-11 20:00:00,1282.0,1282.0,551.0,1671.0,1312.0
2004-11-11 21:00:00,1207.0,1207.0,625.0,1570.0,1251.0
2004-11-11 22:00:00,904.0,904.0,930.0,1172.0,805.0
2004-11-11 23:00:00,900.0,900.0,975.0,1153.0,736.0
2004-11-12 00:00:00,932.0,932.0,926.0,1180.0,774.0
2004-11-12 01:00:00,968.0,968.0,872.0,1209.0,826.0
2004-11-12 02:00:00,827.0,827.0,1092.0,1120.0,636.0
2004-11-12 03:00:00,789.0,789.0,1276.0,1054.0,516.0
2004-11-12 04:00:00,812.0,812.0,1213.0,1079.0,531.0
2004-11-12 05:00:00,811.0,811.0,1170.0,1085.0,558.0
2004-11-12 06:00:00,827.0,827.0,1169.0,1087.0,565.0
2004-11-12 07:00:00,849.0,849.0,1086.0,1108.0,604.0
2004-11-12 08:00:00,1001.0,1001.0,855.0,1257.0,794.0
2004-11-12 09:00:00,1021.0,1021.0,741.0,1314.0,907.0
2004-11-12 10:00:00,978.0,978.0,807.0,1257.0,838.0
2004-11-12 11:00:00,996.0,996.0,793.0,1277.0,884.0
2004-11-12 12:00:00,1014.0,1014.0,791.0,1297.0,866.0
2004-11-12 13:00:00,1061.0,1061.0,730.0,1366.0,909.0
2004-11-12 14:00:00,1092.0,1092.0,690.0,1418.0,990.0
2004-11-12 15:00:00,1129.0,1129.0,661.0,1480.0,1050.0
2004-11-12 16:00:00,1077.0,1077.0,690.0,1405.0,1023.0
2004-11-12 17:00:00,1153.0,1153.0,635.0,1496.0,1103.0
2004-11-12 18:00:00,1234.0,1234.0,575.0,1597.0,1239.0
2004-11-12 19:00:00,1319.0,1319.0,539.0,1735.0,1384.0
2004-11-12 20:00:00,1251.0,1251.0,561.0,1677.0,1289.0
2004-11-12 21:00:00,1165.0,1165.0,650.0,1467.0,1180.0
2004-11-12 22:00:00,954.0,954.0,833.0,1243.0,855.0
2004-11-12 23:00:00,971.0,971.0,828.0,1252.0,857.0
2004-11-13 00:00:00,961.0,961.0,865.0,1212.0,811.0
2004-11-13 01:00:00,952.0,952.0,876.0,1203.0,794.0
2004-11-13 02:00:00,875.0,875.0,1037.0,1133.0,612.0
2004-11-13 03:00:00,891.0,891.0,1035.0,1137.0,590.0
2004-11-13 04:00:00,1006.0,1006.0,848.0,1239.0,807.0
2004-11-13 05:00:00,907.0,907.0,927.0,1173.0,702.0
2004-11-13 06:00:00,938.0,938.0,904.0,1185.0,753.0
2004-11-13 07:00:00,925.0,925.0,991.0,1154.0,709.0
2004-11-13 08:00:00,1157.0,1157.0,678.0,1365.0,1087.0
2004-11-13 09:00:00,1169.0,1169.0,665.0,1409.0,1126.0
2004-11-13 10:00:00,1312.0,1312.0,565.0,1568.0,1386.0
2004-11-13 11:00:00,1347.0,1347.0,539.0,1627.0,1476.0
2004-11-13 12:00:00,1321.0,1321.0,543.0,1617.0,1424.0
2004-11-13 13:00:00,1267.0,1267.0,592.0,1503.0,1310.0
2004-11-13 14:00:00,1234.0,1234.0,639.0,1476.0,1114.0
2004-11-13 15:00:00,1101.0,1101.0,699.0,1374.0,1029.0
2004-11-13 16:00:00,1149.0,1149.0,664.0,1434.0,1101.0
2004-11-13 17:00:00,1094.0,1094.0,695.0,1371.0,1040.0
2004-11-13 18:00:00,1056.0,1056.0,758.0,1308.0,856.0
2004-11-13 19:00:00,1030.0,1030.0,767.0,1275.0,836.0
2004-11-13 20:00:00,1075.0,1075.0,752.0,1305.0,894.0
2004-11-13 21:00:00,927.0,927.0,888.0,1157.0,696.0
2004-11-13 22:00:00,793.0,793.0,1143.0,1036.0,524.0
2004-11-13 23:00:00,796.0,796.0,1136.0,1026.0,506.0
2004-11-14 00:00:00,780.0,780.0,1190.0,997.0,453.0
2004-11-14 01:00:00,774.0,774.0,1222.0,984.0,434.0
2004-11-14 02:00:00,718.0,718.0,1401.0,914.0,373.0
2004-11-14 03:00:00,705.0,705.0,1546.0,885.0,330.0
2004-11-14 04:00:00,689.0,689.0,1643.0,863.0,305.0
2004-11-14 05:00:00,678.0,678.0,1771.0,853.0,286.0
2004-11-14 06:00:00,655.0,655.0,2077.0,814.0,268.0
2004-11-14 07:00:00,649.0,649.0,2062.0,798.0,261.0
2004-11-14 08:00:00,647.0,647.0,1964.0,779.0,274.0
2004-11-14 09:00:00,667.0,667.0,1793.0,790.0,291.0
2004-11-14 10:00:00,669.0,669.0,1664.0,791.0,304.0
